inventory_key,store_key,product_key,stock_status,qty_on_hand,stocks_selling_amount,cost_of_stocks,sales_date,forecast_demand_7d,forecast_daily_demand,rolling_std_30,rolling_mean_30,demand_cv_30,safety_stock,lead_time_demand,reorder_point,days_of_inventory,inventory_gap,inventory_risk,recommended_action,recommended_reorder_qty,inventory_value,inventory_value_at_risk,product_no,product_description,product_division,product_category,product_subcategory,product_segment,store,store_type,abc_class,forecast_available,priority_score,business_priority
257116,29,1270,Full Price,8.0,1000.0,466.24,2026-03-21,0.2186210610448011,0.0312315801492573,0.1825741858350555,0.0333333333333333,5.477225575051665,0.7970257210404197,0.2186210610448011,1.0156467820852209,256.15098441281526,6.984353217914779,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,466.24,0.0,PROD-168539,PROD-187338 SEG-520074 Femme Footwear Boot Collection Plushfoot,Femme Footwear,Femme Footwear Boot Collection,Femme Footwear Boot Collection Plushfoot,SEG-520074 Femme Footwear Boot Collection Plushfoot,STR-1350,Retail Storefront,A,YES,40,P3 - MEDIUM
270586,13,31,Full Price,8.0,920.0,465.56,2026-03-25,0.0940563308717629,0.0134366186959661,0.0,0.0,0.0,0.0,0.0940563308717629,0.0940563308717629,595.387885971767,7.905943669128237,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,465.56,0.0,PROD-100455,PROD-100812 SEG-500112 Heritage Footwear Flight Classic Zephyr,Femme Footwear,Femme Footwear Flight Classic,Femme Footwear Flight Classic Varied,SEG-500112 Heritage Footwear Flight Classic Zephyr,STR-1080,Retail Storefront,A,YES,40,P3 - MEDIUM
115880,18,46,Full Price,10.0,900.0,457.34,2026-03-21,0.212399107955866,0.0303427297079808,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.212399107955866,1.0094248289962848,329.5682391215369,8.990575171003716,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,457.34,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1044,Retail Storefront,A,YES,40,P3 - MEDIUM
97675,32,46,Full Price,10.0,900.0,456.5,2026-02-28,0.1567787665791423,0.0223969666541631,0.0,0.0,0.0,0.0,0.1567787665791423,0.1567787665791423,446.4890337344492,9.843221233420858,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,456.5,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1075,Retail Storefront,A,YES,40,P3 - MEDIUM
216091,3,39,Full Price,10.0,900.0,455.53,2026-04-17,0.3308341043071521,0.0472620149010217,0.0,0.0,0.0,0.0,0.3308341043071521,0.3308341043071521,211.58640868237327,9.669165895692847,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,455.53,0.0,PROD-100804,PROD-102576 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1145,Retail Storefront,A,YES,40,P3 - MEDIUM
226083,7,48,Full Price,10.0,900.0,455.43,2026-04-09,0.7405186220776427,0.1057883745825204,0.5208304597621879,0.2666666666666666,1.953114224108205,2.2736799884010006,0.7405186220776427,3.014198610478643,94.52834528806834,6.985801389521357,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,455.43,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1148,Retail Storefront,A,YES,40,P3 - MEDIUM
125006,9,39,Full Price,10.0,900.0,455.41,2026-04-17,0.5195698901614562,0.0742242700230651,0.2537081317024625,0.0666666666666666,3.805621975536938,1.1075602264312376,0.5195698901614562,1.627130116592694,134.72682179147742,8.372869883407306,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,455.41,0.0,PROD-100804,PROD-102576 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1074,Retail Storefront,A,YES,40,P3 - MEDIUM
208013,12,48,Full Price,10.0,900.0,455.36,2026-04-16,0.5643842811626814,0.080626325880383,0.2537081317024625,0.0666666666666666,3.805621975536938,1.1075602264312376,0.5643842811626814,1.671944507593919,124.02896809208404,8.328055492406081,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,455.36,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1038,Retail Storefront,A,YES,40,P3 - MEDIUM
163472,17,46,Full Price,10.0,900.0,455.34,2026-02-26,0.0879999660805673,0.0125714237257953,0.0,0.0,0.0,0.0,0.0879999660805673,0.0879999660805673,795.4548520611058,9.912000033919432,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,455.34,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1198,Retail Storefront,A,YES,40,P3 - MEDIUM
70957,39,48,Full Price,10.0,900.0,455.28,2026-02-24,0.1479136400731786,0.021130520010454,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.1479136400731786,0.9449393611135974,473.2491199957509,9.055060638886404,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,455.28,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1222,Retail Storefront,A,YES,40,P3 - MEDIUM
163656,8,47,Full Price,10.0,900.0,455.21,2026-04-11,0.1773021342084834,0.0253288763154976,0.1825741858350553,0.0333333333333333,5.477225575051662,0.7970257210404188,0.1773021342084834,0.9743278552489022,394.80630231833214,9.025672144751098,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,455.21,0.0,PROD-100812,PROD-100955 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1006,Retail Storefront,A,YES,40,P3 - MEDIUM
17481,29,46,Full Price,10.0,900.0,455.08,2026-03-16,0.1134583603388675,0.0162083371912667,0.0,0.0,0.0,0.0,0.1134583603388675,0.1134583603388675,616.9664341255249,9.886541639661132,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,455.08,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1350,Retail Storefront,A,YES,40,P3 - MEDIUM
64061,1,66,Full Price,8.0,1040.0,447.64,2026-02-18,0.0832541906905997,0.0118934558129428,0.0,0.0,0.0,0.0,0.0832541906905997,0.0832541906905997,672.6388129591534,7.9167458093094,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,447.64,0.0,PROD-104233,PROD-124865 SEG-505231 Scholar Footwear Boot Collection Plushfoot,Scholar Footwear,Scholar Footwear Boot Collection,Scholar Footwear Boot Collection Plushfoot,SEG-505231 Scholar Footwear Boot Collection Plushfoot,STR-1348,Retail Storefront,A,YES,40,P3 - MEDIUM
152197,10,813,Full Price,8.0,880.0,442.91,2026-03-27,0.0903922174220947,0.0129131739174421,0.0,0.0,0.0,0.0,0.0903922174220947,0.0903922174220947,619.5223615159572,7.909607782577905,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,442.91,0.0,PROD-160711,PROD-188565 SEG-520369 Scholar Footwear Trailblazer Zephyr,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Zephyr,SEG-520369 Scholar Footwear Trailblazer Zephyr,STR-1194,Retail Storefront,A,YES,40,P3 - MEDIUM
60284,9,277,Full Price,8.0,960.0,440.29,2026-02-21,0.1402846860607376,0.0200406694372482,0.0,0.0,0.0,0.0,0.1402846860607376,0.1402846860607376,399.1882619016179,7.859715313939263,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,440.29,0.0,PROD-140871,PROD-100439 SEG-500064 Scholar Footwear Boot Collection Woodland,Scholar Footwear,Scholar Footwear Boot Collection,Scholar Footwear Boot Collection Woodland,SEG-500064 Scholar Footwear Boot Collection Woodland,STR-1074,Retail Storefront,A,YES,40,P3 - MEDIUM
125035,20,160,Full Price,5.0,850.0,429.83,2026-03-27,0.107275348268106,0.0153250497525865,0.0,0.0,0.0,0.0,0.107275348268106,0.107275348268106,326.263214849015,4.892724651731894,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,429.83,0.0,PROD-124434,PROD-154329 SEG-512711 Femme Footwear Trailblazer Zephyr,Femme Footwear,Femme Footwear Trailblazer,Femme Footwear Trailblazer Zephyr,SEG-512711 Femme Footwear Trailblazer Zephyr,STR-1114,Retail Storefront,A,YES,40,P3 - MEDIUM
268266,17,21,Full Price,9.0,828.0,420.76,2026-04-02,0.1034526856110017,0.0147789550872859,0.0,0.0,0.0,0.0,0.1034526856110017,0.1034526856110017,608.9740409146058,8.896547314388998,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,420.76,0.0,PROD-100438,PROD-164666 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1198,Retail Storefront,A,YES,40,P3 - MEDIUM
48839,26,21,Full Price,9.0,828.0,417.5,2025-12-12,0.2352611051928516,0.0336087293132645,0.1825741858350552,0.0333333333333333,5.477225575051656,0.7970257210404184,0.2352611051928516,1.0322868262332698,267.7875713809843,7.967713173766731,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,417.5,0.0,PROD-100438,PROD-164666 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1305,Retail Storefront,A,YES,40,P3 - MEDIUM
234552,13,21,Full Price,9.0,828.0,415.46,2025-12-06,0.0774528088989758,0.0110646869855679,0.0,0.0,0.0,0.0,0.0774528088989758,0.0774528088989758,813.3985183438978,8.922547191101025,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,415.46,0.0,PROD-100438,PROD-164666 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1080,Retail Storefront,A,YES,40,P3 - MEDIUM
69065,14,22,Full Price,9.0,828.0,415.35,2026-02-13,0.330854459475305,0.0472649227821864,0.2537081317024625,0.0666666666666666,3.805621975536938,1.1075602264312376,0.330854459475305,1.4384146859065428,190.416052121257,7.561585314093457,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,415.35,0.0,PROD-100439,PROD-164668 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1082,Retail Storefront,A,YES,40,P3 - MEDIUM
42751,23,8,Full Price,7.0,840.0,414.63,2026-01-03,0.1115325958693477,0.0159332279813353,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.1115325958693477,0.9085583169097664,439.33344882782,6.091441683090234,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,414.63,0.0,PROD-100355,PROD-164491 SEG-515310 Femme Footwear Court Casual Zephyr,Femme Footwear,Femme Footwear Court Casual,Femme Footwear Court Casual Zephyr,SEG-515310 Femme Footwear Court Casual Zephyr,STR-1149,Retail Storefront,A,YES,40,P3 - MEDIUM
255004,17,7,Full Price,7.0,840.0,413.23,2025-11-23,0.1557992359344275,0.0222570337049182,0.0,0.0,0.0,0.0,0.1557992359344275,0.1557992359344275,314.5073190257687,6.844200764065572,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,413.23,0.0,PROD-100354,PROD-164490 SEG-515310 Femme Footwear Court Casual Zephyr,Femme Footwear,Femme Footwear Court Casual,Femme Footwear Court Casual Zephyr,SEG-515310 Femme Footwear Court Casual Zephyr,STR-1198,Retail Storefront,A,YES,40,P3 - MEDIUM
188497,34,24,Full Price,7.0,805.0,410.42,2026-03-26,0.1101759495808946,0.0157394213686992,0.0,0.0,0.0,0.0,0.1101759495808946,0.1101759495808946,444.7431602486226,6.889824050419105,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,410.42,0.0,PROD-100448,PROD-100824 SEG-500112 Heritage Footwear Flight Classic Zephyr,Femme Footwear,Femme Footwear Flight Classic,Femme Footwear Flight Classic Varied,SEG-500112 Heritage Footwear Flight Classic Zephyr,STR-1237,Retail Storefront,A,YES,40,P3 - MEDIUM
178176,34,28,Full Price,7.0,805.0,410.41,2025-11-27,0.0793892839231594,0.011341326274737,0.0,0.0,0.0,0.0,0.0793892839231594,0.0793892839231594,617.211764341229,6.92061071607684,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,410.41,0.0,PROD-100452,PROD-100828 SEG-500112 Heritage Footwear Flight Classic Zephyr,Femme Footwear,Femme Footwear Flight Classic,Femme Footwear Flight Classic Varied,SEG-500112 Heritage Footwear Flight Classic Zephyr,STR-1237,Retail Storefront,A,YES,40,P3 - MEDIUM
268268,24,33,Full Price,9.0,810.0,409.99,2026-04-02,0.0950259419958807,0.0135751345708401,0.0,0.0,0.0,0.0,0.0950259419958807,0.0950259419958807,662.97685323373,8.90497405800412,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.99,0.0,PROD-100798,PROD-102571 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1109,Retail Storefront,A,YES,40,P3 - MEDIUM
78593,21,38,Full Price,9.0,810.0,409.97,2026-02-19,0.2101028846543503,0.0300146978077643,0.1825741858350559,0.0333333333333333,5.477225575051677,0.7970257210404215,0.2101028846543503,1.007128605694772,299.8530938956127,7.992871394305228,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.97,0.0,PROD-100803,PROD-102577 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1107,Retail Storefront,A,YES,40,P3 - MEDIUM
94711,17,48,Full Price,9.0,810.0,409.93,2025-12-11,0.125594284856644,0.0179420406938062,0.0,0.0,0.0,0.0,0.125594284856644,0.125594284856644,501.6151815499371,8.874405715143356,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.93,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1198,Retail Storefront,A,YES,40,P3 - MEDIUM
22401,12,38,Full Price,9.0,810.0,409.89,2026-04-03,0.5937498251662875,0.0848214035951839,0.2537081317024623,0.0666666666666666,3.805621975536936,1.1075602264312367,0.5937498251662875,1.7013100515975244,106.10529440131796,7.298689948402476,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.89,0.0,PROD-100803,PROD-102577 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1038,Retail Storefront,A,YES,40,P3 - MEDIUM
32723,24,46,Full Price,9.0,810.0,409.85,2026-04-03,0.1500336759092193,0.0214333822727456,0.2537081317024625,0.0666666666666666,3.805621975536938,1.1075602264312376,0.1500336759092193,1.257593902340457,419.9057286186825,7.742406097659543,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.85,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1109,Retail Storefront,A,YES,40,P3 - MEDIUM
76740,19,48,Full Price,9.0,810.0,409.85,2026-03-31,0.2083107402652344,0.0297586771807477,0.1825741858350553,0.0333333333333333,5.477225575051662,0.7970257210404188,0.2083107402652344,1.0053364613056532,302.4327978470261,7.994663538694347,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.85,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1253,Retail Storefront,A,YES,40,P3 - MEDIUM
226077,27,40,Full Price,9.0,810.0,409.84,2026-04-16,0.6972196613902012,0.0996028087700287,0.3051285766293645,0.1,3.051285766293645,1.3320356472396824,0.6972196613902012,2.0292553086298835,90.35889761683278,6.9707446913701165,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.84,0.0,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1234,Retail Storefront,A,YES,40,P3 - MEDIUM
54641,11,48,Full Price,9.0,810.0,409.84,2026-04-11,0.1113291381795583,0.0159041625970797,0.0,0.0,0.0,0.0,0.1113291381795583,0.1113291381795583,565.8895867709834,8.888670861820442,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.84,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1010,Retail Storefront,A,YES,40,P3 - MEDIUM
179604,21,48,Full Price,9.0,810.0,409.84,2025-12-17,0.5641654619214973,0.0805950659887853,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.5641654619214973,1.361191182961916,111.66936697157536,7.638808817038084,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.84,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1107,Retail Storefront,A,YES,40,P3 - MEDIUM
209699,10,48,Full Price,9.0,810.0,409.83,2026-03-11,0.2582655984895041,0.0368950854985005,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.2582655984895041,1.055291319529923,243.9349273324156,7.944708680470077,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.83,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1194,Retail Storefront,A,YES,40,P3 - MEDIUM
143499,6,46,Full Price,9.0,810.0,409.83,2026-03-12,0.1108672012371631,0.015838171605309,0.0,0.0,0.0,0.0,0.1108672012371631,0.1108672012371631,568.247410388151,8.889132798762837,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.83,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1338,Retail Storefront,A,YES,40,P3 - MEDIUM
263661,5,38,Full Price,9.0,810.0,409.82,2025-12-30,0.1599283112311789,0.0228469016044541,0.0,0.0,0.0,0.0,0.1599283112311789,0.1599283112311789,393.92650066149,8.840071688768822,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.82,0.0,PROD-100803,PROD-102577 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1344,Retail Storefront,A,YES,40,P3 - MEDIUM
172555,3,48,Full Price,9.0,810.0,409.82,2026-04-11,0.500734037130875,0.0715334338758393,0.3051285766293647,0.1,3.051285766293648,1.3320356472396833,0.500734037130875,1.8327696843705583,125.81529380542972,7.167230315629442,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.82,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1145,Retail Storefront,A,YES,40,P3 - MEDIUM
126765,4,46,Full Price,9.0,810.0,409.75,2026-01-22,0.05432161364583,0.0077602305208328,0.0,0.0,0.0,0.0,0.05432161364583,0.05432161364583,1159.7593622816871,8.94567838635417,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.75,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1229,Retail Storefront,A,YES,40,P3 - MEDIUM
205529,4,48,Full Price,9.0,810.0,409.75,2026-03-14,0.4460139978993315,0.0637162854141902,0.2537081317024625,0.0666666666666666,3.805621975536938,1.1075602264312376,0.4460139978993314,1.553574224330569,141.25117215316536,7.4464257756694305,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.75,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1229,Retail Storefront,A,YES,40,P3 - MEDIUM
216107,2,46,Full Price,9.0,810.0,409.71,2026-04-17,0.1815995743254209,0.0259427963322029,0.2537081317024625,0.0666666666666666,3.805621975536938,1.1075602264312376,0.1815995743254209,1.2891598007566585,346.9171127411672,7.710840199243341,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.71,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1157,Retail Storefront,A,YES,40,P3 - MEDIUM
155737,36,48,Full Price,9.0,810.0,409.69,2026-04-04,0.1458828639505915,0.0208404091357987,0.0,0.0,0.0,0.0,0.1458828639505915,0.1458828639505915,431.8533259762245,8.854117136049409,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.69,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1163,Retail Storefront,A,YES,40,P3 - MEDIUM
263837,15,48,Full Price,9.0,810.0,409.62,2026-03-10,0.1046763119264128,0.0149537588466304,0.0,0.0,0.0,0.0,0.1046763119264128,0.1046763119264128,601.8553657516022,8.895323688073587,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.62,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1203,Retail Storefront,A,YES,40,P3 - MEDIUM
215082,34,47,Full Price,9.0,810.0,409.45,2026-03-28,0.1009284417870965,0.014418348826728,0.0,0.0,0.0,0.0,0.1009284417870965,0.1009284417870965,624.2046234390034,8.899071558212903,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,409.45,0.0,PROD-100812,PROD-100955 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1237,Retail Storefront,A,YES,40,P3 - MEDIUM
283391,18,1271,Full Price,7.0,875.0,408.32,2026-04-13,0.1521258097651136,0.0217322585378733,0.0,0.0,0.0,0.0,0.1521258097651136,0.1521258097651136,322.1018187226567,6.847874190234887,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,408.32,0.0,PROD-168540,PROD-187339 SEG-520074 Femme Footwear Boot Collection Plushfoot,Femme Footwear,Femme Footwear Boot Collection,Femme Footwear Boot Collection Plushfoot,SEG-520074 Femme Footwear Boot Collection Plushfoot,STR-1044,Retail Storefront,A,YES,40,P3 - MEDIUM
16562,1,277,Full Price,8.0,960.0,404.8,2025-12-30,0.1490658381375851,0.0212951197339407,0.3051285766293646,0.1,3.0512857662936463,1.3320356472396826,0.1490658381375851,1.4811014853772675,375.6729288189624,6.518898514622732,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,404.8,0.0,PROD-140871,PROD-100439 SEG-500064 Scholar Footwear Boot Collection Woodland,Scholar Footwear,Scholar Footwear Boot Collection,Scholar Footwear Boot Collection Woodland,SEG-500064 Scholar Footwear Boot Collection Woodland,STR-1348,Retail Storefront,A,YES,40,P3 - MEDIUM
146162,40,2135,Full Price,5.0,735.0,402.93,2026-03-15,0.1342263732506414,0.019175196178663,0.0,0.0,0.0,0.0,0.1342263732506414,0.1342263732506414,260.75352520062773,4.865773626749359,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,402.93,0.0,PROD-181891,PROD-152294 SEG-512268 Scholar Footwear Trailblazer Zephyr,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Zephyr,SEG-512268 Scholar Footwear Trailblazer Zephyr,STR-1308,Retail Storefront,A,YES,40,P3 - MEDIUM
191819,31,261,Full Price,6.0,750.0,393.91,2026-04-14,0.0896482627593504,0.0128068946799072,0.0,0.0,0.0,0.0,0.0896482627593504,0.0896482627593504,468.4976452108588,5.910351737240649,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,393.91,0.0,PROD-139835,PROD-138303 SEG-508706 Scholar Footwear Modern Legend Summit,Scholar Footwear,Scholar Footwear Modern Legend,Scholar Footwear Modern Legend Summit,SEG-508706 Scholar Footwear Modern Legend Summit,STR-1085,Retail Storefront,A,YES,40,P3 - MEDIUM
