product_key,product_no,product_description,product_category,abc_class,store_count,critical_items,high_risk_items,excess_stock_items,inventory_value_at_risk,risk_items
540,PROD-153837,PROD-134080 SEG-507545 Junior Apparel Light Shells Varied,Junior Apparel Light Shells,C,13,0,2,2,47.0,2
539,PROD-153836,PROD-134081 SEG-507545 Junior Apparel Light Shells Varied,Junior Apparel Light Shells,C,16,0,2,1,47.0,2
1778,PROD-175044,PROD-152485 SEG-512304 Scholar Footwear Court Casual Zephyr,Scholar Footwear Court Casual,B,40,0,1,2,46.55,1
368,PROD-146815,PROD-174401 SEG-517037 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,14,0,3,0,46.2,3
1044,PROD-165595,PROD-179715 SEG-518090 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,A,40,0,1,12,46.0,1
1960,PROD-177180,PROD-121080 SEG-504170 Junior Apparel Outer Shells Varied,Junior Apparel Outer Shells,C,14,0,1,0,46.0,1
1959,PROD-177179,PROD-121081 SEG-504170 Junior Apparel Outer Shells Varied,Junior Apparel Outer Shells,B,14,0,1,1,46.0,1
1508,PROD-170036,PROD-173624 SEG-516932 Newborn Footwear Court Casual Zephyr,Scholar Footwear Court Casual,A,40,0,1,16,45.54,1
2171,PROD-183525,PROD-111954 SEG-502325 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,40,0,1,0,45.54,1
1507,PROD-170035,PROD-173626 SEG-516932 Newborn Footwear Court Casual Zephyr,Scholar Footwear Court Casual,A,40,0,1,18,45.54,1
1504,PROD-170032,PROD-173618 SEG-516932 Newborn Footwear Court Casual Zephyr,Scholar Footwear Court Casual,B,40,0,1,2,45.54,1
1912,PROD-176335,PROD-111482 SEG-502269 Scholar Footwear Flight Classic Zephyr,Scholar Footwear Flight Classic,A,40,0,1,4,45.54,1
226,PROD-138263,PROD-100197 SEG-500039 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,38,17,1,7,45.339999999999996,18
888,PROD-161780,PROD-188025 SEG-520261 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,A,20,2,1,2,45.08,3
760,PROD-159700,PROD-154002 SEG-512642 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,35,18,1,3,45.06,19
526,PROD-152721,PROD-173381 SEG-516907 Scholar Footwear Flight Classic Zephyr,Scholar Footwear Flight Classic,A,28,17,1,5,45.059999999999995,18
892,PROD-161784,PROD-188029 SEG-520261 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,12,0,1,2,45.04,1
726,PROD-159588,PROD-174052 SEG-516987 Scholar Footwear Court Casual Zephyr,Scholar Footwear Court Casual,A,36,0,1,9,45.04,1
882,PROD-161009,PROD-173798 SEG-516952 Scholar Footwear Flight Classic Zephyr,Scholar Footwear Flight Classic,B,39,1,2,5,45.04,3
883,PROD-161010,PROD-173797 SEG-516952 Scholar Footwear Flight Classic Zephyr,Scholar Footwear Flight Classic,A,39,1,2,8,45.04,3
724,PROD-159583,PROD-153457 SEG-512521 Scholar Footwear Court Casual Zephyr,Scholar Footwear Court Casual,A,31,0,1,4,45.04,1
674,PROD-158672,PROD-188085 SEG-520269 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,23,0,1,3,45.04,1
676,PROD-158674,PROD-188087 SEG-520269 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,A,36,0,1,2,45.04,1
679,PROD-158677,PROD-188090 SEG-520269 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,C,9,0,1,1,45.04,1
881,PROD-161008,PROD-173795 SEG-516952 Scholar Footwear Flight Classic Zephyr,Scholar Footwear Flight Classic,B,40,0,1,8,45.04,1
723,PROD-159582,PROD-153458 SEG-512521 Scholar Footwear Court Casual Zephyr,Scholar Footwear Court Casual,A,35,0,1,8,45.04,1
763,PROD-159705,PROD-153993 SEG-512641 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,40,11,1,5,45.03,12
764,PROD-159706,PROD-153996 SEG-512641 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,38,14,1,4,45.019999999999996,15
557,PROD-154191,PROD-168554 SEG-515989 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,C,27,25,0,0,44.94,25
889,PROD-161781,PROD-188026 SEG-520261 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,A,29,1,1,6,44.87,2
364,PROD-146811,PROD-174413 SEG-517039 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,15,1,4,1,44.099999999999994,5
2220,PROD-184613,PROD-179915 SEG-518119 Scholar Footwear Trailblazer Swift Run,Scholar Footwear Trailblazer,B,14,0,1,3,43.56,1
1562,PROD-170511,PROD-179934 SEG-518120 Scholar Footwear Trailblazer Swift Run,Scholar Footwear Trailblazer,A,40,0,1,11,43.56,1
1565,PROD-170514,PROD-179878 SEG-518117 Scholar Footwear Trailblazer Swift Run,Scholar Footwear Trailblazer,A,40,0,1,1,43.56,1
2209,PROD-184466,PROD-179901 SEG-518118 Scholar Footwear Trailblazer Swift Run,Scholar Footwear Trailblazer,A,40,0,1,14,43.56,1
1166,PROD-166369,PROD-102539 SEG-500347 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,40,11,1,11,42.78,12
1177,PROD-167100,PROD-109497 SEG-501986 Femme Footwear Trailblazer Stride Pro,Femme Footwear Trailblazer,C,11,7,1,0,42.309999999999995,8
482,PROD-152225,PROD-149106 SEG-511422 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,40,1,1,23,42.190000000000005,2
126,PROD-121529,PROD-102945 SEG-500406 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,40,17,1,7,41.62,18
529,PROD-153623,PROD-148813 SEG-511388 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,26,15,2,2,41.58,17
483,PROD-152226,PROD-149107 SEG-511422 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,40,1,1,25,41.400000000000006,2
1303,PROD-168775,PROD-122121 SEG-504483 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,19,0,2,2,41.4,2
1297,PROD-168769,PROD-122102 SEG-504479 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,19,0,2,2,41.4,2
1751,PROD-173387,PROD-150860 SEG-511852 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,20,0,1,0,40.95,1
1754,PROD-173395,PROD-150877 SEG-511853 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,40,0,1,0,40.95,1
1520,PROD-170098,PROD-102662 SEG-500365 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,40,16,1,6,40.57,17
1732,PROD-172110,PROD-101763 SEG-500231 Toddler Footwear Sandals Varied,Scholar Footwear Sandals,A,40,0,2,26,40.0,2
90,PROD-112026,PROD-103290 SEG-500450 Toddler Footwear Boot Collection Plushfoot,Scholar Footwear Boot Collection,A,19,11,1,1,39.75000000000001,12
1017,PROD-165289,PROD-179219 SEG-518044 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,40,0,1,2,39.1,1
1517,PROD-170095,PROD-102658 SEG-500365 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,40,5,1,10,39.02,6
1085,PROD-165958,PROD-102495 SEG-500344 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,27,14,1,0,38.82,15
378,PROD-146850,PROD-170775 SEG-516390 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,16,0,1,3,38.5,1
379,PROD-146851,PROD-170774 SEG-516390 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,14,1,3,1,38.5,4
89,PROD-112025,PROD-103289 SEG-500450 Toddler Footwear Boot Collection Plushfoot,Scholar Footwear Boot Collection,A,20,11,1,1,37.970000000000006,12
1523,PROD-170103,PROD-152853 SEG-512398 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,40,0,1,7,37.95,1
1083,PROD-165956,PROD-102501 SEG-500344 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,39,20,2,2,37.550000000000004,22
128,PROD-121531,PROD-102947 SEG-500406 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,40,11,1,18,37.010000000000005,12
1745,PROD-173368,PROD-108137 SEG-501617 Junior Apparel Denim Classics Varied,Junior Apparel Denim Classics,C,10,0,2,1,37.0,2
1031,PROD-165567,PROD-179204 SEG-518043 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,39,0,1,3,36.8,1
1098,PROD-165981,PROD-148987 SEG-511408 Newborn Footwear Trailblazer Varied,Scholar Footwear Trailblazer,B,16,0,1,4,36.4,1
1096,PROD-165979,PROD-148985 SEG-511408 Newborn Footwear Trailblazer Varied,Scholar Footwear Trailblazer,B,16,0,1,7,36.4,1
1703,PROD-171045,PROD-168056 SEG-515899 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,19,0,2,5,36.0,2
292,PROD-141937,PROD-122552 SEG-504595 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,40,24,1,8,35.72,25
1936,PROD-176444,PROD-178975 SEG-518011 Femme Footwear Trailblazer Varied,Femme Footwear Trailblazer,B,24,8,0,0,35.57000000000001,8
1758,PROD-173405,PROD-150847 SEG-511851 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,15,3,1,2,35.230000000000004,4
130,PROD-121533,PROD-102949 SEG-500406 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,40,16,1,13,34.230000000000004,17
2314,PROD-193905,PROD-116110 SEG-502743 Scholar Footwear Trainer Zephyr,Scholar Footwear Trainer,A,40,14,1,2,32.779999999999994,15
2087,PROD-181253,PROD-189516 SEG-520551 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,40,5,1,0,31.41,6
1737,PROD-172729,PROD-179982 SEG-518123 Scholar Footwear Trailblazer Swift Run,Scholar Footwear Trailblazer,A,40,13,1,7,31.360000000000003,14
2320,PROD-193911,PROD-116115 SEG-502743 Scholar Footwear Trainer Zephyr,Scholar Footwear Trainer,A,40,26,2,1,29.910000000000004,28
168,PROD-124593,PROD-100983 SEG-500125 Toddler Footwear Flight Classic Zephyr,Scholar Footwear Flight Classic,A,27,23,0,0,28.8,23
424,PROD-151554,PROD-168165 SEG-515926 Junior Apparel Crew Tees Zephyr,Junior Apparel Crew Tees,C,13,8,0,0,27.84,8
597,PROD-156685,PROD-103975 SEG-500562 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,25,21,0,2,26.54,21
493,PROD-152431,PROD-171770 SEG-516576 Scholar Footwear Hardcourt Zephyr,Scholar Footwear Hardcourt,B,21,12,0,0,26.39,12
1582,PROD-170534,PROD-179964 SEG-518122 Scholar Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,6,0,4,24.93,6
105,PROD-116357,PROD-122117 SEG-504482 Junior Apparel Cozy Trousers Zephyr,Junior Apparel Cozy Trousers,B,19,10,1,4,24.909999999999997,11
716,PROD-159369,PROD-103395 SEG-500461 Scholar Footwear Canvas Styles Drifter,Scholar Footwear Canvas Styles,A,27,0,1,15,24.75,1
1584,PROD-170536,PROD-179966 SEG-518122 Scholar Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,13,0,6,24.42,13
2142,PROD-183446,PROD-114064 SEG-502516 Heritage Footwear Retro Legend Summit,Scholar Footwear Retro Legend,A,40,13,0,0,23.62,13
289,PROD-141934,PROD-122549 SEG-504595 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,37,23,0,3,23.459999999999997,23
2247,PROD-188464,PROD-122945 SEG-504715 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,8,0,1,0,23.4,1
154,PROD-123536,PROD-169848 SEG-516218 Junior Apparel Crop Pants Zephyr,Junior Apparel Crop Pants,C,15,5,2,1,22.759999999999998,7
1682,PROD-171003,PROD-186939 SEG-519911 Junior Apparel Gift Bundles Varied,Junior Apparel Gift Bundles,C,14,0,1,1,22.75,1
416,PROD-151395,PROD-168203 SEG-515934 Junior Apparel Cozy Trousers Zephyr,Junior Apparel Cozy Trousers,C,9,0,1,0,22.75,1
1681,PROD-171002,PROD-186938 SEG-519911 Junior Apparel Gift Bundles Varied,Junior Apparel Gift Bundles,C,14,0,1,1,22.75,1
382,PROD-147348,PROD-122507 SEG-504591 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,B,30,8,1,0,22.480000000000004,9
202,PROD-134867,PROD-131696 SEG-507050 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,5,0,1,2,22.0,1
231,PROD-138970,PROD-122111 SEG-504481 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,B,19,6,1,4,21.32,7
83,PROD-110042,PROD-189442 SEG-520531 Femme Footwear Boot Collection Plushfoot,Femme Footwear Boot Collection,B,13,9,0,0,21.169999999999998,9
743,PROD-159675,PROD-170092 SEG-516273 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,14,0,1,0,21.0,1
1948,PROD-177115,PROD-121075 SEG-504169 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,9,0,1,1,20.7,1
2108,PROD-181685,PROD-121047 SEG-504163 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,5,0,1,0,20.7,1
2109,PROD-181687,PROD-121045 SEG-504163 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,5,0,1,0,20.7,1
1288,PROD-168760,PROD-122106 SEG-504480 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,B,20,0,1,1,20.7,1
1301,PROD-168773,PROD-122123 SEG-504483 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,19,1,2,0,20.7,3
1944,PROD-177109,PROD-121061 SEG-504166 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,10,0,1,1,20.7,1
1298,PROD-168770,PROD-122101 SEG-504479 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,20,0,1,4,20.7,1
1302,PROD-168774,PROD-122122 SEG-504483 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,20,0,1,3,20.7,1
229,PROD-138968,PROD-122113 SEG-504481 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,B,19,1,2,7,20.23,3
1090,PROD-165963,PROD-149193 SEG-511431 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,39,26,1,1,19.839999999999996,27
235,PROD-138974,PROD-122132 SEG-504485 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,19,4,1,2,19.77,5
623,PROD-156930,PROD-108107 SEG-501608 Junior Apparel Denim Classics Varied,Junior Apparel Denim Classics,C,11,0,1,0,19.5,1
1603,PROD-170844,PROD-186940 SEG-519912 Junior Apparel Gift Bundles Varied,Junior Apparel Gift Bundles,C,15,0,1,3,19.25,1
377,PROD-146849,PROD-170776 SEG-516390 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,13,0,1,2,19.25,1
104,PROD-116356,PROD-122118 SEG-504482 Junior Apparel Cozy Trousers Zephyr,Junior Apparel Cozy Trousers,B,19,2,1,4,19.05,3
2284,PROD-191287,PROD-130484 SEG-506680 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,9,0,1,0,19.0,1
125,PROD-120992,PROD-108072 SEG-501599 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,11,0,1,0,19.0,1
122,PROD-120989,PROD-108074 SEG-501599 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,12,0,1,3,19.0,1
1765,PROD-173675,PROD-121228 SEG-504209 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,17,0,1,3,18.63,1
318,PROD-143381,PROD-179667 SEG-518086 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,A,40,14,0,2,18.5,14
1744,PROD-173367,PROD-108141 SEG-501617 Junior Apparel Denim Classics Varied,Junior Apparel Denim Classics,C,11,1,1,3,18.5,2
929,PROD-162191,PROD-170292 SEG-516313 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,17,0,2,6,18.2,2
2252,PROD-188475,PROD-129719 SEG-506466 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,1,0,18.0,1
2251,PROD-188474,PROD-129720 SEG-506466 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,1,0,18.0,1
1353,PROD-168845,PROD-149333 SEG-511443 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,11,3,0,2,17.869999999999997,3
616,PROD-156900,PROD-108090 SEG-501601 Junior Apparel Denim Classics Varied,Junior Apparel Denim Classics,C,15,1,1,4,17.5,2
1661,PROD-170975,PROD-122030 SEG-504463 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,18,0,1,1,17.5,1
617,PROD-156901,PROD-108086 SEG-501601 Junior Apparel Denim Classics Varied,Junior Apparel Denim Classics,C,17,0,1,8,17.5,1
2278,PROD-190493,PROD-105043 SEG-500828 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,1,0,17.0,1
118,PROD-120974,PROD-104356 SEG-500622 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,11,0,1,2,17.0,1
1707,PROD-171053,PROD-168041 SEG-515896 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,18,0,1,3,16.5,1
1740,PROD-173363,PROD-104436 SEG-500640 Junior Apparel Denim Classics Varied,Junior Apparel Denim Classics,C,11,0,1,2,16.5,1
1357,PROD-168849,PROD-149337 SEG-511443 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,11,5,0,0,15.97,5
2175,PROD-183541,PROD-138260 SEG-508702 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,40,6,0,1,15.92,6
1665,PROD-170980,PROD-122037 SEG-504465 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,18,0,1,2,15.75,1
699,PROD-158935,PROD-168093 SEG-515908 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,18,0,1,0,15.4,1
701,PROD-158937,PROD-168095 SEG-515908 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,19,1,2,5,15.4,3
367,PROD-146814,PROD-174400 SEG-517037 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,14,1,1,5,15.4,2
753,PROD-159691,PROD-170084 SEG-516271 Junior Apparel Gift Bundles Varied,Junior Apparel Gift Bundles,C,16,1,2,2,15.4,3
1622,PROD-170866,PROD-170311 SEG-516317 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,19,0,2,2,15.4,2
1709,PROD-171057,PROD-168037 SEG-515895 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,12,0,1,0,15.0,1
372,PROD-146823,PROD-174393 SEG-517035 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,19,1,2,1,14.7,3
1671,PROD-170992,PROD-122007 SEG-504457 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,19,0,1,4,14.7,1
392,PROD-148304,PROD-125416 SEG-505345 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,14,0,2,7,14.5,2
135,PROD-123288,PROD-102556 SEG-500349 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,38,30,0,0,14.19,30
1418,PROD-169351,PROD-168322 SEG-515961 Junior Apparel Gift Bundles Varied,Junior Apparel Gift Bundles,C,12,0,1,0,14.0,1
951,PROD-163266,PROD-186854 SEG-519882 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,19,0,2,7,14.0,2
1425,PROD-169358,PROD-168318 SEG-515960 Junior Apparel Gift Bundles Varied,Junior Apparel Gift Bundles,C,12,0,1,0,14.0,1
1367,PROD-168862,PROD-148709 SEG-511377 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,22,10,0,2,13.690000000000001,10
196,PROD-131809,PROD-174402 SEG-517038 Junior Apparel Cozy Trousers Family Line,Junior Apparel Cozy Trousers,C,15,0,1,1,13.3,1
1608,PROD-170849,PROD-168301 SEG-515955 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,17,1,2,1,13.3,3
194,PROD-131807,PROD-174404 SEG-517038 Junior Apparel Cozy Trousers Family Line,Junior Apparel Cozy Trousers,C,18,0,1,8,13.3,1
994,PROD-165036,PROD-148318 SEG-511260 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,19,1,0,2,13.09,1
1086,PROD-165959,PROD-149189 SEG-511431 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,27,18,0,0,12.99,18
82,PROD-110041,PROD-189441 SEG-520531 Femme Footwear Boot Collection Plushfoot,Femme Footwear Boot Collection,B,15,13,0,0,12.89,13
575,PROD-154482,PROD-178945 SEG-518009 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,C,15,11,0,0,12.56,11
373,PROD-146842,PROD-170771 SEG-516389 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,15,0,1,3,12.25,1
959,PROD-163277,PROD-142552 SEG-509727 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,11,0,2,2,12.0,2
1402,PROD-169318,PROD-170326 SEG-516321 Junior Apparel Gift Bundles Varied,Junior Apparel Gift Bundles,C,11,0,1,1,11.9,1
2092,PROD-181258,PROD-189521 SEG-520551 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,A,40,4,0,0,11.64,4
1089,PROD-165962,PROD-149192 SEG-511431 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,38,24,0,1,11.58,24
1325,PROD-168808,PROD-168344 SEG-515965 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,19,0,1,0,11.5,1
1322,PROD-168804,PROD-168190 SEG-515931 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,19,0,1,1,11.5,1
936,PROD-162214,PROD-170215 SEG-516296 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,16,6,1,1,11.389999999999999,7
909,PROD-161836,PROD-122261 SEG-504512 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,17,6,1,1,11.389999999999999,7
920,PROD-161870,PROD-170210 SEG-516295 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,19,4,1,1,11.36,5
897,PROD-161814,PROD-168174 SEG-515928 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,18,8,1,2,11.309999999999999,9
911,PROD-161840,PROD-122221 SEG-504503 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,15,8,1,0,11.29,9
703,PROD-158961,PROD-168034 SEG-515894 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,16,0,1,5,11.2,1
704,PROD-158962,PROD-168033 SEG-515894 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,16,0,1,5,11.2,1
1659,PROD-170972,PROD-122053 SEG-504469 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,17,0,1,0,11.2,1
2093,PROD-181259,PROD-189522 SEG-520551 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,40,5,0,0,11.120000000000001,5
577,PROD-154484,PROD-178946 SEG-518009 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,B,15,10,0,0,11.09,10
1963,PROD-177184,PROD-191174 SEG-521013 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,17,0,2,5,11.0,2
2131,PROD-181887,PROD-152291 SEG-512268 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,40,6,0,0,10.91,6
1644,PROD-170896,PROD-168156 SEG-515924 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,12,0,1,1,10.5,1
1581,PROD-170533,PROD-179963 SEG-518122 Scholar Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,9,0,3,10.339999999999996,9
1176,PROD-167099,PROD-109496 SEG-501986 Femme Footwear Trailblazer Stride Pro,Femme Footwear Trailblazer,B,11,8,0,1,10.1,8
785,PROD-159733,PROD-167998 SEG-515885 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,18,0,1,5,9.8,1
784,PROD-159732,PROD-167999 SEG-515885 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,16,0,1,3,9.8,1
1218,PROD-168054,PROD-168235 SEG-515941 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,17,0,1,2,9.8,1
975,PROD-163833,PROD-180109 SEG-518151 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,A,32,7,0,2,9.71,7
310,PROD-143373,PROD-179672 SEG-518086 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,A,40,7,0,6,9.26,7
2174,PROD-183540,PROD-138256 SEG-508702 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,40,4,0,1,9.14,4
930,PROD-162192,PROD-170291 SEG-516313 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,17,0,1,2,9.1,1
1451,PROD-169468,PROD-153433 SEG-512518 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,A,40,27,0,3,8.8,27
491,PROD-152428,PROD-171769 SEG-516576 Scholar Footwear Hardcourt Zephyr,Scholar Footwear Hardcourt,A,30,16,0,3,8.209999999999999,16
1720,PROD-171873,PROD-121132 SEG-504184 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,8,0,1,2,8.0,1
228,PROD-138265,PROD-100199 SEG-500039 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,39,20,0,9,7.819999999999999,20
1625,PROD-170869,PROD-170306 SEG-516316 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,20,1,2,4,7.7,3
391,PROD-148303,PROD-125417 SEG-505345 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,14,0,1,9,7.25,1
2318,PROD-193909,PROD-116114 SEG-502743 Scholar Footwear Trainer Zephyr,Scholar Footwear Trainer,A,40,15,0,2,7.21,15
571,PROD-154478,PROD-178953 SEG-518009 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,B,14,7,0,2,7.2,7
648,PROD-157713,PROD-121890 SEG-504415 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,19,0,1,4,7.0,1
1452,PROD-169469,PROD-153434 SEG-512518 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,A,40,23,0,1,7.0,23
635,PROD-157429,PROD-130591 SEG-506721 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,16,0,1,3,7.0,1
629,PROD-157406,PROD-161458 SEG-514699 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,13,0,1,4,7.0,1
1634,PROD-170878,PROD-170299 SEG-516314 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,19,0,1,8,7.0,1
628,PROD-157403,PROD-148447 SEG-511311 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,17,0,1,6,7.0,1
691,PROD-158896,PROD-168081 SEG-515905 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,17,0,1,3,7.0,1
